Product Name,HSN Code,Old ERP Code / Existing Series,Item Categories (SKU),Product Description,Brand,"Country of Origin

","Model/Part Number

","Unit Price

",Currency,"Category


",Sub-Category,"Item Type

",Unit of Measure,Stock Quantity,MoQ,Reorder Level,Lead Time (Days)
CABLE TIE 150 MM,9954,1270,CNC Machined Parts,Cable Tie 150 Mm used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-1JL6,47468.33,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,401,2,80,22
CABLE TIE 400 MM,9954,1271,Raw Material - Steel,Cable Tie 400 Mm used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-7XQG,8374.16,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,28,10,10,18
"THERMOCOUPLE 0 TO 1600° C, LENGTH-4"",O.D-3.0MM",9954,1272,Laptops & Computting,"Thermocouple 0 To 1600° C, Length-4"",O.D-3.0Mm used in industrial plant operations. Category: Electrical.",ABB,India,ELE-0Q97,6310.6,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,373,25,75,21
PVC TERMINAL COVER,9954,1273,Store & Consumables,Pvc Terminal Cover used in industrial plant operations. Category: General.,Standard,India,GEN-S45E,4860.18,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,102,2,20,21
"LED PUSH BUTTON 220V AC, RED WITH ELEMENT",9954,1274,Raw Material,"Led Push Button 220V Ac, Red With Element used in industrial plant operations. Category: Electrical.",L&T,India,ELE-3VYH,149701.08,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,279,25,56,16
"LED PUSH BUTTON 220V AC, GREEN WITH ELEMENT",9954,1275,Heavy Duty Valves,"Led Push Button 220V Ac, Green With Element used in industrial plant operations. Category: Electrical.",Schneider,India,ELE-7JSD,49432.93,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,358,50,72,15
WILO MAKE PUMP MODEL NO - ATMOS GIGA N 100/200,9954,1276,CNC Machined Parts,Wilo Make Pump Model No - Atmos Giga N 100/200 used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-N7DM,2262.7,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,435,50,87,24
WEIGH BRIDGE INDICATOR,9954,1277,Raw Material - Steel,Weigh Bridge Indicator used in industrial plant operations. Category: General.,Standard,India,GEN-R8WA,48494.57,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,328,10,66,15
High Carbon Silico Manganese-Chips – 55/15,9954,1278,Laptops & Computting,High Carbon Silico Manganese-Chips – 55/15 used in industrial plant operations. Category: Rawmat.,RINL,India,RM-963E,432323.03,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,175,1,35,32
Low Carbon Silico Manganese-Carbon 0.20% Sized Metal,9954,1279,Store & Consumables,Low Carbon Silico Manganese-Carbon 0.20% Sized Metal used in industrial plant operations. Category: Rawmat.,IMFA,India,RM-UWDJ,123839.67,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,55,1,11,34
WINDOW AIR CONDITIONER 1.5 TON CAPACITY,9954,1280,Raw Material,Window Air Conditioner 1.5 Ton Capacity used in industrial plant operations. Category: General.,OEM,India,GEN-F2K1,32772.4,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,162,10,32,22
FIRE BUCKET,9954,1281,Heavy Duty Valves,Fire Bucket used in industrial plant operations. Category: General.,Standard,India,GEN-176W,18080.4,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,436,5,87,18
TOWER CRANE LIGHTING ARRESTER,9954,1282,CNC Machined Parts,Tower Crane Lighting Arrester used in industrial plant operations. Category: Electrical.,ABB,India,ELE-S6SV,63575.97,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,425,5,85,23
High Carbon Ferro Manganese-Prime Chips- 68,9954,1283,Raw Material - Steel,High Carbon Ferro Manganese-Prime Chips- 68 used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-QQBM,234444.81,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,341,50,68,32
ASBESTOS ROPE 100 MM,9954,1284,Laptops & Computting,Asbestos Rope 100 Mm used in industrial plant operations. Category: General.,OEM,India,GEN-7TYC,23517.31,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,474,10,95,14
"WATER PUMP 100/200 , CAP: 300 CUM/HR, 40 MTR HEAD, RPM:-2945, 60 HP, NEGATIVE SUCTION, SUCTION HEAD:- 10 FT",9954,1285,Store & Consumables,"Water Pump 100/200 , Cap: 300 Cum/Hr, 40 Mtr Head, Rpm:-2945, 60 Hp, Negative Suction, Suction Head:- 10 Ft used in industrial plant operations. Category: Mechanical.",FAG,India,MCH-9ZLJ,32137.11,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,292,1,58,28
GLASS BEAKER (400ML),9954,1286,Raw Material,Glass Beaker (400Ml) used in industrial plant operations. Category: General.,Generic,India,GEN-TTQR,36071.44,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,191,5,38,19
GLASS WOOL INSULATION,9954,1287,Heavy Duty Valves,Glass Wool Insulation used in industrial plant operations. Category: General.,Generic,India,GEN-2A1R,39351.62,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,33,1,7,16
ASHLESS CLIPPING FILTER AIDS CAT NO- 1703 050,9954,1288,CNC Machined Parts,Ashless Clipping Filter Aids Cat No- 1703 050 used in industrial plant operations. Category: General.,Local,India,GEN-L01R,40430.14,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,480,2,96,13
COMET DROPPING BOTTLE (100ML),9954,1289,Raw Material - Steel,Comet Dropping Bottle (100Ml) used in industrial plant operations. Category: General.,OEM,India,GEN-C9JY,21803.19,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,12,10,10,11
WASH BOTTLE (500ML),9954,1290,Laptops & Computting,Wash Bottle (500Ml) used in industrial plant operations. Category: General.,Generic,India,GEN-FSZ5,48297.03,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,381,10,76,14
RUBBER BUSH FOR 16MM COUPLING BOLT,9954,1291,Store & Consumables,Rubber Bush For 16Mm Coupling Bolt used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-3WZ8,50665.16,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,54,2,11,16
SS SPATULA SPOON (.1),9954,1292,Raw Material,Ss Spatula Spoon (.1) used in industrial plant operations. Category: General.,Generic,India,GEN-G3ZG,1535.4,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,342,2,68,20
SILICA CRUCIBLE (25ML),9954,1293,Heavy Duty Valves,Silica Crucible (25Ml) used in industrial plant operations. Category: General.,OEM,India,GEN-QX2G,15185.71,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,85,10,17,16
High Carbon Silico Manganese- 58/13--Sized Metal,9954,1294,CNC Machined Parts,High Carbon Silico Manganese- 58/13--Sized Metal used in industrial plant operations. Category: Rawmat.,IMFA,India,RM-D61R,245098.18,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,450,10,90,30
COPPER FLEXIBLE CABLE 1.5 SQ.MM 8 CORE,9954,1295,Raw Material - Steel,Copper Flexible Cable 1.5 Sq.Mm 8 Core used in industrial plant operations. Category: Electrical.,ABB,India,ELE-GV4B,1379.57,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,222,10,44,25
HAND BLOWER MODEL GBL82-270,9954,1296,Laptops & Computting,Hand Blower Model Gbl82-270 used in industrial plant operations. Category: General.,Local,India,GEN-BPT0,46776.99,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,128,50,50,10
MS PIN FOR COPPER FLEXIBLE,9954,1297,Store & Consumables,Ms Pin For Copper Flexible used in industrial plant operations. Category: Safety.,Prima,India,SAF-AVUK,1997.66,INR (₹),Construction Material,Building Hardware,Stock Item,Set,69,10,14,16
AIR BREAK POWER CONTACTOR 3TF35 110V,9954,1298,Raw Material,Air Break Power Contactor 3Tf35 110V used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-MZAK,28991.75,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,234,2,47,22
ALU LUGS 25 SQMM RING TYPE,9954,1299,Heavy Duty Valves,Alu Lugs 25 Sqmm Ring Type used in industrial plant operations. Category: General.,OEM,India,GEN-VZ75,35816.92,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,77,5,15,21
(Don't Use-Duplicate item)ALU LUGS 35 SQMM RING TYPE,9954,1300,CNC Machined Parts,(Don'T Use-Duplicate Item)Alu Lugs 35 Sqmm Ring Type used in industrial plant operations. Category: General.,Standard,India,GEN-84Y0,39839.44,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,328,2,66,14
ALU LUGS 50 SQMM RING TYPE,9954,1301,Raw Material - Steel,Alu Lugs 50 Sqmm Ring Type used in industrial plant operations. Category: General.,Generic,India,GEN-YEGW,5225.01,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,492,10,98,14
TNC SWITCH 32A,9954,1302,Laptops & Computting,Tnc Switch 32A used in industrial plant operations. Category: Electrical.,ABB,India,ELE-HBA5,53685.17,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,99,25,25,14
"DRILL BIT 3/16""",9954,1303,Store & Consumables,"Drill Bit 3/16"" used in industrial plant operations. Category: General.",Generic,India,GEN-MDHV,24420.99,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,411,5,82,22
DRILL BIT 5.5MM,9954,1304,Raw Material,Drill Bit 5.5Mm used in industrial plant operations. Category: General.,Generic,India,GEN-2U65,43710.04,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,352,1,70,21
DRILL BIT 6MM,9954,1305,Heavy Duty Valves,Drill Bit 6Mm used in industrial plant operations. Category: General.,Generic,India,GEN-7QR4,5724.36,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,410,25,82,19
PRESSURE SWITCH RANGE - 0.5-2.5BAR,9954,1306,CNC Machined Parts,Pressure Switch Range - 0.5-2.5Bar used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-5DVT,25223.54,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,455,2,91,28
"EXHAUST FAN 18""",9954,1307,Raw Material - Steel,"Exhaust Fan 18"" used in industrial plant operations. Category: General.",Local,India,GEN-FKRT,36681.08,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,88,50,50,15
1 CORE 1.0 SQMM COPPER FLEXIBLE WIRE,9954,1308,Laptops & Computting,1 Core 1.0 Sqmm Copper Flexible Wire used in industrial plant operations. Category: Electrical.,Havells,India,ELE-3EG8,115429.05,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,135,10,27,19
STARTER SWITCH 20 A,9954,1309,Store & Consumables,Starter Switch 20 A used in industrial plant operations. Category: Electrical.,Havells,India,ELE-TCN1,54224.38,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,87,25,25,20
"STARTER BOX 7"" X 5"" (SINGLE)",9954,1310,Raw Material,"Starter Box 7"" X 5"" (Single) used in industrial plant operations. Category: Electrical.",Polycab,India,ELE-H3QP,68921.21,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,493,1,99,21
"PVC PIPE 3/4""",9954,1311,Heavy Duty Valves,"Pvc Pipe 3/4"" used in industrial plant operations. Category: Mechanical.",FAG,India,MCH-20TC,25438.94,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,405,2,81,20
"PVC CUTTING BOX 5"" X 12""",9954,1312,CNC Machined Parts,"Pvc Cutting Box 5"" X 12"" used in industrial plant operations. Category: General.",Generic,India,GEN-PB7F,28812.95,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,375,50,75,24
"PVC CIRCULAR BOX 3/4""",9954,1313,Raw Material - Steel,"Pvc Circular Box 3/4"" used in industrial plant operations. Category: General.",Local,India,GEN-Q6Z5,36133.24,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,475,5,95,10
CEILING ROSE,9954,1314,Laptops & Computting,Ceiling Rose used in industrial plant operations. Category: General.,Local,India,GEN-6WEP,32265.19,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,329,25,66,20
"PVC ELBOW 3/4""",9954,1315,Store & Consumables,"Pvc Elbow 3/4"" used in industrial plant operations. Category: General.",Standard,India,GEN-Z62P,10025.33,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,53,1,11,18
"WOODEN SCREW 1/2""",9954,1316,Raw Material,"Wooden Screw 1/2"" used in industrial plant operations. Category: General.",Local,India,GEN-P05T,27131.35,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,57,25,25,18
WOODEN GUTKHA,9954,1317,Heavy Duty Valves,Wooden Gutkha used in industrial plant operations. Category: General.,Local,India,GEN-T1FA,39870.62,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,142,2,28,23
SQUARE HEAD BOLT 30X360 MM FULL THREAD,9954,1318,CNC Machined Parts,Square Head Bolt 30X360 Mm Full Thread used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-09DC,28036.12,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,73,1,15,26
CI PATTERN FOR MOTOR BACK COVER,9954,1319,Raw Material - Steel,Ci Pattern For Motor Back Cover used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-8RVA,50979.25,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,422,50,84,23
STATIONERY,9954,1320,Laptops & Computting,Stationery used in industrial plant operations. Category: Service.,Contracted,India,SVC-MK20,33785.47,INR (₹),Construction Material,Bricks & Blocks,Service,Nos,0,1,1,7
HYDRAULIC MANIFOLD BLOCK 3 PORT,9954,1321,Store & Consumables,Hydraulic Manifold Block 3 Port used in industrial plant operations. Category: General.,OEM,India,GEN-DTG2,22824.62,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,374,10,75,23
ALLEN BOLT 6X140 HALF THREAD,9954,1322,Raw Material,Allen Bolt 6X140 Half Thread used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-CC6S,33517.69,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,356,25,71,20
ALLEN BOLT 6X100 HALF THREAD,9954,1323,Heavy Duty Valves,Allen Bolt 6X100 Half Thread used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-V25V,47770.94,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,362,10,72,25
"GI ELBOW 1/2""",9954,1324,CNC Machined Parts,"Gi Elbow 1/2"" used in industrial plant operations. Category: General.",Standard,India,GEN-4EE0,6643.38,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,272,25,54,11
ALLEN KEY 12MM,9954,1325,Raw Material - Steel,Allen Key 12Mm used in industrial plant operations. Category: General.,OEM,India,GEN-RBFV,46100.53,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,318,10,64,11
ALLEN KEY 14MM,9954,1326,Laptops & Computting,Allen Key 14Mm used in industrial plant operations. Category: General.,Generic,India,GEN-NKTE,15385.24,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,165,5,33,17
ISSUE SLIP BOOK,9954,1327,Store & Consumables,Issue Slip Book used in industrial plant operations. Category: General.,Generic,India,GEN-2EWB,44733.8,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,120,2,24,23
FERRULE 1.5 SQMM,9954,1328,Raw Material,Ferrule 1.5 Sqmm used in industrial plant operations. Category: General.,Standard,India,GEN-AUCB,24162.59,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,299,10,60,24
1.5 SQMM X 24 CORE MULTI STRAND COPPER ARMOURED CABLE,9954,1329,Heavy Duty Valves,1.5 Sqmm X 24 Core Multi Strand Copper Armoured Cable used in industrial plant operations. Category: Electrical.,Havells,India,ELE-2S0W,114340.29,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,399,10,80,24
ID FAN VFD PANEL PLC CONTROL CARD 315KW/425HP FDU48-590,9954,1330,CNC Machined Parts,Id Fan Vfd Panel Plc Control Card 315Kw/425Hp Fdu48-590 used in industrial plant operations. Category: General.,Standard,India,GEN-F0DX,31254.76,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,129,10,26,15
DULL SPANNER (6X7-30X32),9954,1331,Raw Material - Steel,Dull Spanner (6X7-30X32) used in industrial plant operations. Category: General.,Generic,India,GEN-861X,43324.49,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,22,25,25,20
RING SPANNER (6X7-30X32),9954,1332,Laptops & Computting,Ring Spanner (6X7-30X32) used in industrial plant operations. Category: General.,Local,India,GEN-VEVG,31011.46,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,397,1,79,19
DRILL BIT 5MM,9954,1333,Store & Consumables,Drill Bit 5Mm used in industrial plant operations. Category: General.,OEM,India,GEN-1TAY,26686.6,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,150,2,30,13
DRILL BIT 6.5MM,9954,1334,Raw Material,Drill Bit 6.5Mm used in industrial plant operations. Category: General.,Standard,India,GEN-CULW,24675.36,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,184,10,37,12
DRILL BIT 8MM,9954,1335,Heavy Duty Valves,Drill Bit 8Mm used in industrial plant operations. Category: General.,Standard,India,GEN-ATND,48993.35,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,96,5,19,12
DRILL BIT 10MM,9954,1336,CNC Machined Parts,Drill Bit 10Mm used in industrial plant operations. Category: General.,OEM,India,GEN-JDLP,8625.71,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,176,2,35,10
SKF BEARING 51308,9954,1337,Raw Material - Steel,Skf Bearing 51308 used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-BPLQ,48767.83,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,492,1,98,14
HYDRAULIC LIFTING JACK AND PUMP CAPACITY-50TON,9954,1338,Laptops & Computting,Hydraulic Lifting Jack And Pump Capacity-50Ton used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-JWJT,37881.15,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,147,1,29,19
WELDING MACHINE 400AMPS,9954,1339,Store & Consumables,Welding Machine 400Amps used in industrial plant operations. Category: General.,Standard,India,GEN-UCAX,45704.01,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,147,25,29,19
"MS PIPE 2.5""",9954,1340,Raw Material,"Ms Pipe 2.5"" used in industrial plant operations. Category: Mechanical.",Kennametal,India,MCH-D1YE,42661.6,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,52,50,50,22
"MS BEND 2.5""",9954,1341,Heavy Duty Valves,"Ms Bend 2.5"" used in industrial plant operations. Category: Mechanical.",FAG,India,MCH-2EUF,18462.6,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,476,25,95,21
"MS FLANGE 2.5""",9954,1342,CNC Machined Parts,"Ms Flange 2.5"" used in industrial plant operations. Category: Mechanical.",SKF,India,MCH-AR4K,72908.93,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,40,10,10,18
